Date,"Aterno tre ponti - Idrometro - Val (m)","Aterno a L'Aquila - Idrometro - Val (m)","L'Aquila S. Elia - Termometro aria - Val (°C)","L'Aquila S. Elia - Pluviometro - Val (mm)","Pizzoli - Termometro aria - Val (°C)","Pizzoli - Pluviometro - Val (mm)"
"2023-05-30 07:45",,0.36,15.1,0.0,16.0,0.0
"2023-05-30 08:00",,0.36,15.2,0.0,16.6,0.0
"2023-05-30 08:15",,0.37,16.0,0.0,17.7,0.0
"2023-05-30 08:30",,0.37,16.8,0.0,18.3,0.0
"2023-05-30 08:45",,0.37,17.5,0.0,18.3,0.0
"2023-05-30 09:00",,0.38,17.9,0.0,18.8,0.0
"2023-05-30 09:15",,0.37,18.7,0.0,20.1,0.0
"2023-05-30 09:30",,0.37,19.4,0.0,21.5,0.0
"2023-05-30 09:45",,0.36,19.5,0.0,22.3,0.0
"2023-05-30 10:00",,0.37,20.0,0.0,22.2,0.0
"2023-05-30 10:15",,0.36,20.5,0.0,21.7,0.0
"2023-05-30 10:30",,0.36,21.0,0.0,20.4,0.0
"2023-05-30 10:45",,0.35,19.3,0.0,17.2,0.0
"2023-05-30 11:00",,0.36,18.7,0.0,16.7,0.0
"2023-05-30 11:15",,0.35,18.4,0.0,14.4,3.0
"2023-05-30 11:30",,0.35,17.8,0.4,16.3,0.0
"2023-05-30 11:45",,0.35,16.9,0.2,18.5,0.0
"2023-05-30 12:00",,0.35,16.7,0.0,20.0,0.0
"2023-05-30 12:15",,0.35,16.3,0.0,20.2,0.0
"2023-05-30 12:30",,0.35,16.5,0.2,21.2,0.0
"2023-05-30 12:45",,0.35,16.9,0.0,20.3,0.0
"2023-05-30 13:00",,0.36,17.6,0.0,19.0,0.0
"2023-05-30 13:15",,0.36,18.2,0.0,17.3,0.0
"2023-05-30 13:30",,0.34,18.6,0.0,17.5,0.0
"2023-05-30 13:45",,0.34,18.8,0.0,18.5,0.0
"2023-05-30 14:00",,0.35,19.2,0.0,18.9,0.0
"2023-05-30 14:15",,0.37,19.8,0.0,18.6,0.0
"2023-05-30 14:30",,0.37,19.5,0.0,18.3,0.0
"2023-05-30 14:45",,0.37,18.0,0.0,18.5,0.0
"2023-05-30 15:00",,0.37,17.8,0.0,18.9,0.0
"2023-05-30 15:15",,0.37,18.5,0.0,19.4,0.0
"2023-05-30 15:30",,0.36,18.8,0.0,19.8,0.0
"2023-05-30 15:45",,0.35,18.7,0.0,19.2,0.0
"2023-05-30 16:00",,0.35,18.3,0.0,18.8,0.0
"2023-05-30 16:15",,0.35,18.4,0.0,18.6,0.0
"2023-05-30 16:30",,0.35,18.0,0.0,18.5,0.0
"2023-05-30 16:45",,0.35,18.0,0.0,18.3,0.0
"2023-05-30 17:00",,0.35,17.9,0.0,18.2,0.0
"2023-05-30 17:15",,0.35,17.5,0.0,17.9,0.0
"2023-05-30 17:30",,0.35,17.5,0.0,17.6,0.0
"2023-05-30 17:45",,0.35,17.6,0.0,17.3,0.0
"2023-05-30 18:00",,0.34,17.6,0.0,17.3,0.0
"2023-05-30 18:15",,0.34,17.9,0.0,16.7,0.0
"2023-05-30 18:30",,0.35,17.7,0.0,16.3,0.0
"2023-05-30 18:45",,0.34,17.7,0.0,15.9,0.0
"2023-05-30 19:00",,0.34,17.2,0.0,15.5,0.0
"2023-05-30 19:15",,0.34,16.7,0.0,15.1,0.0
"2023-05-30 19:30",,0.33,16.5,0.0,14.7,0.0
"2023-05-30 19:45",,0.34,16.1,0.0,14.3,0.0
"2023-05-30 20:00",,0.34,15.6,0.0,13.6,0.0
"2023-05-30 20:15",,0.34,15.2,0.0,13.2,0.0
"2023-05-30 20:30",,0.33,14.8,0.0,13.1,0.0
"2023-05-30 20:45",,0.34,14.2,0.0,13.3,0.0
"2023-05-30 21:00",,0.33,13.9,0.0,12.6,0.0
"2023-05-30 21:15",,0.34,13.4,0.0,12.1,0.0
"2023-05-30 21:30",,0.33,12.9,0.0,12.8,0.0
"2023-05-30 21:45",,0.33,12.6,0.0,12.8,0.0
"2023-05-30 22:00",,0.34,12.2,0.0,13.0,0.0
"2023-05-30 22:15",,0.34,12.3,0.0,12.4,0.0
"2023-05-30 22:30",,0.34,12.0,0.0,11.5,0.0
"2023-05-30 22:45",,0.33,11.7,0.0,10.9,0.0
"2023-05-30 23:00",,0.33,11.2,0.0,10.3,0.0
"2023-05-30 23:15",,0.34,11.3,0.0,10.1,0.0
"2023-05-30 23:30",,0.34,11.5,0.0,10.2,0.0
"2023-05-30 23:45",,0.35,11.5,0.0,10.6,0.0
"2023-05-31 00:00",,0.35,11.6,0.0,10.7,0.0
"2023-05-31 00:15",,0.34,11.6,0.0,10.6,0.0
"2023-05-31 00:30",,0.34,11.6,0.0,10.6,0.0
"2023-05-31 00:45",,0.34,11.7,0.0,10.8,0.0
"2023-05-31 01:00",,0.35,11.8,0.0,10.9,0.0
"2023-05-31 01:15",,0.34,11.9,0.0,11.1,0.0
"2023-05-31 01:30",,0.34,11.8,0.0,11.1,0.0
"2023-05-31 01:45",,0.34,11.8,0.0,10.9,0.0
"2023-05-31 02:00",,0.34,11.9,0.0,10.8,0.0
"2023-05-31 02:15",,0.34,11.9,0.0,10.7,0.0
"2023-05-31 02:30",,0.34,11.9,0.0,10.8,0.0
"2023-05-31 02:45",,0.34,11.9,0.0,10.9,0.0
"2023-05-31 03:00",,0.34,11.9,0.0,10.6,0.0
"2023-05-31 03:15",,0.34,11.9,0.0,10.5,0.0
"2023-05-31 03:30",,0.33,11.9,0.0,10.5,0.0
"2023-05-31 03:45",,0.33,11.9,0.0,10.6,0.0
"2023-05-31 04:00",,0.33,11.9,0.0,10.7,0.0
"2023-05-31 04:15",,0.34,12.1,0.0,11.0,0.0
"2023-05-31 04:30",,0.34,12.0,0.0,11.1,0.0
"2023-05-31 04:45",,0.33,12.0,0.0,11.2,0.0
"2023-05-31 05:00",,0.33,12.0,0.0,11.2,0.0
"2023-05-31 05:15",,0.33,12.0,0.0,11.3,0.0
"2023-05-31 05:30",,0.33,12.1,0.0,11.4,0.0
"2023-05-31 05:45",,0.33,12.3,0.0,11.6,0.0
"2023-05-31 06:00",,0.33,12.6,0.0,12.0,0.0
"2023-05-31 06:15",,0.34,12.9,0.0,12.3,0.0
"2023-05-31 06:30",,0.34,13.1,0.0,12.9,0.0
"2023-05-31 06:45",,0.33,13.4,0.0,13.5,0.0
"2023-05-31 07:00",,0.34,14.0,0.0,14.2,0.0
"2023-05-31 07:15",,0.35,14.5,0.0,14.7,0.0
"2023-05-31 07:30",,0.34,15.0,0.0,15.4,0.0
"2023-05-31 07:45",,0.34,15.5,0.0,15.9,0.0
"2023-05-31 08:00",,0.34,16.2,0.0,16.3,0.0
"2023-05-31 08:15",,0.35,16.9,0.0,16.9,0.0
"2023-05-31 08:30",,0.34,18.2,0.0,17.9,0.0
"2023-05-31 08:45",,0.35,18.9,0.0,17.7,0.0
"2023-05-31 09:00",,0.34,19.2,0.0,18.9,0.0
"2023-05-31 09:15",,0.34,20.2,0.0,19.0,0.0
"2023-05-31 09:30",,0.36,20.7,0.0,20.0,0.0
"2023-05-31 09:45",,0.34,20.4,0.0,20.0,0.0
"2023-05-31 10:00",,0.34,20.7,0.0,21.3,0.0
"2023-05-31 10:15",,0.34,20.2,0.0,20.3,0.0
"2023-05-31 10:30",,0.34,21.0,0.0,21.2,0.0
"2023-05-31 10:45",,0.34,21.3,0.0,22.6,0.0
"2023-05-31 11:00",,0.33,21.8,0.0,23.3,0.0
"2023-05-31 11:15",,0.34,21.5,0.0,22.0,0.0
"2023-05-31 11:30",,0.34,21.2,0.0,20.9,0.0
"2023-05-31 11:45",,0.34,21.8,0.0,19.8,0.0
"2023-05-31 12:00",,0.34,21.8,0.0,19.6,0.0
"2023-05-31 12:15",,0.34,21.9,0.0,19.1,0.0
"2023-05-31 12:30",,0.34,21.4,0.0,18.3,0.0
"2023-05-31 12:45",,0.33,21.4,0.0,18.7,0.0
"2023-05-31 13:00",,0.33,21.3,0.0,19.9,0.0
"2023-05-31 13:15",,0.34,21.9,0.0,18.2,0.0
"2023-05-31 13:30",,0.35,21.6,0.0,17.5,0.0
"2023-05-31 13:45",,0.35,21.4,0.0,17.4,0.0
"2023-05-31 14:00",,0.33,20.7,0.0,17.3,0.0
"2023-05-31 14:15",,0.34,20.3,0.0,17.6,0.0
"2023-05-31 14:30",,0.34,20.2,0.0,17.5,0.0
"2023-05-31 14:45",,0.33,20.3,0.0,17.7,0.0
"2023-05-31 15:00",,0.34,20.5,0.0,18.0,0.0
"2023-05-31 15:15",,0.34,20.4,0.0,18.2,0.0
"2023-05-31 15:30",,0.33,20.8,0.0,18.1,0.0
"2023-05-31 15:45",,0.33,19.8,0.0,17.8,0.0
"2023-05-31 16:00",,0.34,19.0,0.0,18.0,0.0
"2023-05-31 16:15",,0.33,18.8,0.0,17.6,0.0
"2023-05-31 16:30",,0.33,18.7,0.0,17.4,0.0
"2023-05-31 16:45",,0.33,18.6,0.0,17.3,0.0
"2023-05-31 17:00",,0.33,18.0,0.0,17.1,0.0
"2023-05-31 17:15",,0.33,16.6,3.4,16.3,0.0
"2023-05-31 17:30",,0.34,14.4,8.4,16.1,0.0
"2023-05-31 17:45",,0.47,14.7,0.6,16.1,0.0
"2023-05-31 18:00",,0.44,14.8,0.0,15.6,0.2
"2023-05-31 18:15",,0.42,15.1,0.0,15.0,0.2
"2023-05-31 18:30",,0.44,15.2,0.0,14.6,0.6
"2023-05-31 18:45",,0.44,15.5,0.0,14.3,0.0
"2023-05-31 19:00",,0.43,15.5,0.0,14.1,0.2
"2023-05-31 19:15",,0.49,,,13.8,0.0
"2023-05-31 19:30",,0.52,,,13.5,0.8
"2023-05-31 19:45",,0.55,,,13.1,1.0
"2023-05-31 20:00",,0.61,,,13.0,1.0
"2023-05-31 20:15",,0.65,,,12.9,1.4
"2023-05-31 20:30",,0.62,,,12.8,1.2
"2023-05-31 20:45",,0.61,,,12.9,0.6
"2023-05-31 21:00",,0.58,,,12.9,0.2
"2023-05-31 21:15",,0.56,,,12.8,0.0
"2023-05-31 21:30",,0.54,,,12.6,0.0
"2023-05-31 21:45",,0.50,,,12.3,0.0
"2023-05-31 22:00",,0.48,,,12.2,0.0
"2023-05-31 22:15",,0.47,,,12.0,0.0
"2023-05-31 22:30",,0.46,,,11.8,0.0
"2023-05-31 22:45",,0.46,,,11.6,0.0
"2023-05-31 23:00",,0.46,,,11.5,0.0
"2023-05-31 23:15",,0.46,,,11.5,0.0
"2023-05-31 23:30",,0.46,,,11.6,0.0
"2023-05-31 23:45",,0.45,,,11.5,0.0
"2023-06-01 00:00",,0.45,13.3,,11.4,0.0
"2023-06-01 00:15",,0.46,13.3,0.0,11.4,0.0
"2023-06-01 00:30",,0.44,13.2,0.0,11.3,0.0
"2023-06-01 00:45",,0.44,13.1,0.0,11.2,0.0
"2023-06-01 01:00",,0.44,13.2,0.0,11.1,0.2
"2023-06-01 01:15",,0.44,13.0,0.0,11.1,0.0
"2023-06-01 01:30",,0.43,12.8,0.0,11.1,0.0
"2023-06-01 01:45",,0.42,12.9,0.0,11.0,0.0
"2023-06-01 02:00",,0.43,12.9,0.0,10.8,0.0
"2023-06-01 02:15",,0.42,13.0,0.0,10.6,0.0
"2023-06-01 02:30",,0.41,12.9,0.0,10.5,0.0
"2023-06-01 02:45",,0.42,12.8,0.0,10.5,0.0
"2023-06-01 03:00",,0.42,12.7,0.0,10.7,0.0
"2023-06-01 03:15",,0.41,12.7,0.0,10.4,0.0
"2023-06-01 03:30",,0.41,12.8,0.0,10.1,0.0
"2023-06-01 03:45",,0.42,12.7,0.0,10.5,0.0
"2023-06-01 04:00",,0.41,12.6,0.0,10.5,0.0
"2023-06-01 04:15",,0.41,12.5,0.0,10.4,0.0
"2023-06-01 04:30",,0.40,12.6,0.0,10.6,0.0
"2023-06-01 04:45",,0.40,12.1,0.0,10.7,0.0
"2023-06-01 05:00",,0.41,12.0,0.0,10.6,0.0
"2023-06-01 05:15",,0.41,12.2,0.0,10.7,0.0
"2023-06-01 05:30",,0.41,12.3,0.0,10.9,0.0
"2023-06-01 05:45",,0.40,12.3,0.0,11.0,0.0
"2023-06-01 06:00",,0.41,12.3,0.0,11.3,0.0
"2023-06-01 06:15",,0.40,12.3,0.0,11.7,0.0
"2023-06-01 06:30",,0.40,12.6,0.0,12.1,0.0
"2023-06-01 06:45",,0.40,13.0,0.0,12.6,0.0
"2023-06-01 07:00",,0.41,13.4,0.0,13.3,0.0
"2023-06-01 07:15",,0.41,13.8,0.0,13.5,0.0
"2023-06-01 07:30",,0.41,14.2,0.0,13.4,0.0
"2023-06-01 07:45",,0.41,14.8,0.0,13.3,0.0
"2023-06-01 08:00",,0.41,15.2,0.0,14.1,0.0
"2023-06-01 08:15",,0.41,15.7,0.0,14.8,0.0
"2023-06-01 08:30",,0.41,16.2,0.0,15.0,0.0
"2023-06-01 08:45",,0.41,16.4,0.0,15.4,0.0
"2023-06-01 09:00",,0.40,16.5,0.0,16.3,0.0
"2023-06-01 09:15",,0.40,17.4,0.0,16.8,0.0
"2023-06-01 09:30",,0.41,17.3,0.0,18.2,0.0
"2023-06-01 09:45",,0.40,18.1,0.0,19.2,0.0
"2023-06-01 10:00",,0.40,18.7,0.0,18.5,0.0
"2023-06-01 10:15",,0.40,19.1,0.0,19.8,0.0
"2023-06-01 10:30",,0.40,19.3,0.0,20.6,0.0
"2023-06-01 10:45",,0.40,20.1,0.0,20.1,0.0
"2023-06-01 11:00",,0.39,20.4,0.0,21.3,0.0
"2023-06-01 11:15",,0.39,20.7,0.0,22.4,0.0
"2023-06-01 11:30",,0.37,21.5,0.0,23.1,0.0
"2023-06-01 11:45",,0.37,22.3,0.0,23.5,0.0
"2023-06-01 12:00",,0.39,23.0,0.0,23.5,0.0
"2023-06-01 12:15",,0.39,22.9,0.0,24.2,0.0
"2023-06-01 12:30",,0.38,22.7,0.0,24.5,0.0
"2023-06-01 12:45",,0.39,22.1,0.0,24.6,0.0
"2023-06-01 13:00",,0.39,22.0,0.0,25.2,0.0
"2023-06-01 13:15",,0.38,21.6,0.0,25.4,0.0
"2023-06-01 13:30",,0.37,21.2,0.0,25.7,0.0
"2023-06-01 13:45",,0.36,20.5,0.0,26.0,0.0
"2023-06-01 14:00",,0.37,19.8,0.0,25.7,0.0
"2023-06-01 14:15",,0.38,19.5,0.0,22.7,0.0
"2023-06-01 14:30",,0.37,20.2,0.0,19.8,0.0
"2023-06-01 14:45",,0.37,20.8,0.0,19.0,0.0
"2023-06-01 15:00",,0.38,21.4,0.0,18.6,0.0
"2023-06-01 15:15",,0.38,22.0,0.0,18.6,0.0
"2023-06-01 15:30",,0.38,21.2,0.0,18.6,0.0
"2023-06-01 15:45",,0.38,20.5,0.0,18.7,0.0
"2023-06-01 16:00",,0.38,19.3,0.0,18.7,0.0
"2023-06-01 16:15",,0.37,18.7,0.0,18.7,0.0
"2023-06-01 16:30",,0.37,18.7,0.0,18.7,0.0
"2023-06-01 16:45",,0.37,18.8,0.0,18.2,0.0
"2023-06-01 17:00",,0.37,18.8,0.0,17.8,0.0
"2023-06-01 17:15",,0.37,19.1,0.0,17.9,0.0
"2023-06-01 17:30",,0.37,19.1,0.0,18.1,0.0
"2023-06-01 17:45",,0.37,18.0,0.0,17.8,0.0
"2023-06-01 18:00",,0.37,17.7,0.2,17.5,0.0
"2023-06-01 18:15",,0.36,17.3,0.0,17.3,0.0
"2023-06-01 18:30",,0.36,16.9,0.0,17.0,0.0
"2023-06-01 18:45",,0.36,16.8,0.0,16.5,0.0
"2023-06-01 19:00",,0.36,16.5,0.0,16.0,0.0
"2023-06-01 19:15",,0.36,16.4,0.2,15.7,0.0
"2023-06-01 19:30",,0.36,16.3,0.0,15.3,0.0
"2023-06-01 19:45",,0.36,15.9,0.0,15.0,0.0
"2023-06-01 20:00",,0.36,15.9,0.0,14.7,0.0
"2023-06-01 20:15",,0.36,15.6,0.2,14.5,0.0
"2023-06-01 20:30",,0.36,15.5,0.0,14.2,0.0
"2023-06-01 20:45",,0.36,15.5,0.0,14.0,0.0
"2023-06-01 21:00",,0.36,15.3,0.0,13.7,0.0
"2023-06-01 21:15",,0.36,15.1,0.0,13.5,0.0
"2023-06-01 21:30",,0.36,14.9,0.0,13.2,0.0
"2023-06-01 21:45",,0.36,14.8,0.0,12.9,0.0
"2023-06-01 22:00",,0.36,14.4,0.0,12.7,0.0
"2023-06-01 22:15",,0.36,14.2,0.0,12.3,0.0
"2023-06-01 22:30",,0.36,13.9,0.0,11.7,0.0
"2023-06-01 22:45",,0.36,13.7,0.0,11.3,0.0
"2023-06-01 23:00",,0.36,13.2,0.0,11.1,0.0
"2023-06-01 23:15",,0.36,13.2,0.0,10.8,0.0
"2023-06-01 23:30",,0.36,13.3,0.0,10.4,0.0
"2023-06-01 23:45",,0.35,12.8,0.0,10.3,0.0
"2023-06-02 00:00",,0.35,12.3,0.0,10.2,0.0
"2023-06-02 00:15",,0.37,12.0,0.0,10.1,0.0
"2023-06-02 00:30",,0.36,11.9,0.0,9.8,0.0
"2023-06-02 00:45",,0.36,11.8,0.0,9.4,0.0
"2023-06-02 01:00",,0.36,11.6,0.0,9.4,0.0
"2023-06-02 01:15",,0.37,11.5,0.0,9.4,0.0
"2023-06-02 01:30",,0.37,11.6,0.0,9.2,0.0
"2023-06-02 01:45",,0.37,11.5,0.0,9.1,0.0
"2023-06-02 02:00",,0.37,11.2,0.0,9.1,0.0
"2023-06-02 02:15",,0.38,11.1,0.0,8.7,0.0
"2023-06-02 02:30",,0.37,11.1,0.0,8.6,0.0
"2023-06-02 02:45",,0.38,11.0,0.0,8.6,0.0
"2023-06-02 03:00",,0.38,10.8,0.0,8.8,0.0
"2023-06-02 03:15",,0.38,11.1,0.0,8.5,0.0
"2023-06-02 03:30",,0.38,11.1,0.0,8.3,0.0
"2023-06-02 03:45",,0.38,10.9,0.0,8.0,0.0
"2023-06-02 04:00",,0.38,10.8,0.0,7.7,0.0
"2023-06-02 04:15",,0.38,10.8,0.0,7.6,0.0
"2023-06-02 04:30",,0.38,10.9,0.0,7.6,0.0
"2023-06-02 04:45",,0.38,11.0,0.0,7.5,0.0
"2023-06-02 05:00",,0.37,10.9,0.0,7.8,0.0
"2023-06-02 05:15",,0.38,10.7,0.0,7.8,0.0
"2023-06-02 05:30",,0.38,10.8,0.0,8.1,0.0
"2023-06-02 05:45",,0.38,10.8,0.0,8.9,0.0
"2023-06-02 06:00",,0.37,10.9,0.0,9.6,0.0
"2023-06-02 06:15",,0.38,10.8,0.0,10.1,0.0
"2023-06-02 06:30",,0.37,10.9,0.0,10.4,0.0
"2023-06-02 06:45",,0.37,11.2,0.0,11.1,0.0
"2023-06-02 07:00",,0.38,11.4,0.0,11.8,0.0
"2023-06-02 07:15",,0.38,11.5,0.0,12.7,0.0
"2023-06-02 07:30",,0.37,11.8,0.0,13.9,0.0
"2023-06-02 07:45",,0.37,12.0,0.0,14.7,0.0
"2023-06-02 08:00",,0.37,12.6,0.0,15.3,0.0
"2023-06-02 08:15",,0.38,13.1,0.0,16.0,0.0
"2023-06-02 08:30",,0.38,13.6,0.0,16.9,0.0
"2023-06-02 08:45",,0.39,14.6,0.0,17.6,0.0
"2023-06-02 09:00",,0.38,15.2,0.0,17.9,0.0
"2023-06-02 09:15",,0.38,16.1,0.0,19.2,0.0
"2023-06-02 09:30",,0.39,16.9,0.0,20.2,0.0
"2023-06-02 09:45",,0.38,17.5,0.0,21.4,0.0
"2023-06-02 10:00",,0.38,18.6,0.0,22.3,0.0
"2023-06-02 10:15",,0.38,19.2,0.0,22.1,0.0
"2023-06-02 10:30",,0.37,20.2,0.0,23.6,0.0
"2023-06-02 10:45",,0.37,20.8,0.0,24.5,0.0
"2023-06-02 11:00",,0.36,21.6,0.0,25.8,0.0
"2023-06-02 11:15",,0.37,22.2,0.0,26.1,0.0
"2023-06-02 11:30",,0.37,22.9,0.0,26.8,0.0
"2023-06-02 11:45",,0.37,23.8,0.0,26.4,0.0
"2023-06-02 12:00",,0.36,23.8,0.0,27.6,0.0
"2023-06-02 12:15",,0.36,25.2,0.0,27.9,0.0
"2023-06-02 12:30",,0.36,26.3,0.0,25.1,0.0
"2023-06-02 12:45",,0.35,25.8,0.0,21.8,0.0
"2023-06-02 13:00",,0.35,25.9,0.0,20.9,0.0
"2023-06-02 13:15",,0.36,25.5,0.0,20.2,0.0
"2023-06-02 13:30",,0.35,24.7,0.0,19.8,0.0
"2023-06-02 13:45",,0.37,23.5,0.0,19.0,0.0
"2023-06-02 14:00",,0.37,23.0,0.0,19.0,0.0
"2023-06-02 14:15",,0.40,23.6,0.0,19.3,0.0
"2023-06-02 14:30",,0.41,22.1,0.0,19.7,0.0
"2023-06-02 14:45",,0.39,21.0,0.0,19.5,0.0
"2023-06-02 15:00",,0.38,21.1,0.0,19.5,0.0
"2023-06-02 15:15",,0.38,21.4,0.0,19.7,0.0
"2023-06-02 15:30",,0.38,21.3,0.0,19.5,0.0
"2023-06-02 15:45",,0.38,20.8,0.0,19.7,0.0
"2023-06-02 16:00",,0.37,20.8,0.0,19.9,0.0
"2023-06-02 16:15",,0.37,20.5,0.0,20.3,0.0
"2023-06-02 16:30",,0.38,21.0,0.0,20.3,0.0
"2023-06-02 16:45",,0.39,20.9,0.0,19.3,0.0
"2023-06-02 17:00",,0.38,20.2,0.0,18.5,0.0
"2023-06-02 17:15",,0.39,19.9,0.0,18.4,0.0
"2023-06-02 17:30",,0.39,19.6,0.0,18.1,0.0
"2023-06-02 17:45",,0.39,19.3,0.0,17.8,0.0
"2023-06-02 18:00",,0.39,19.3,0.0,17.7,0.0
"2023-06-02 18:15",,0.39,19.2,0.0,17.4,0.0
"2023-06-02 18:30",,0.38,19.1,0.0,16.9,0.0
"2023-06-02 18:45",,0.37,19.0,0.0,16.3,0.0
"2023-06-02 19:00",,0.37,18.4,0.0,16.3,0.0
"2023-06-02 19:15",,0.37,18.0,0.0,16.0,0.0
"2023-06-02 19:30",,0.37,17.7,0.0,15.5,0.0
"2023-06-02 19:45",,0.37,17.6,0.0,14.7,0.0
"2023-06-02 20:00",,0.36,17.7,0.0,14.2,0.0
"2023-06-02 20:15",,0.36,17.3,0.0,13.9,0.0
"2023-06-02 20:30",,0.36,16.6,0.0,13.9,0.0
"2023-06-02 20:45",,0.38,16.0,0.0,13.4,0.0
"2023-06-02 21:00",,0.38,15.4,0.0,12.9,0.0
"2023-06-02 21:15",,0.38,14.8,0.0,12.5,0.0
"2023-06-02 21:30",,0.38,14.4,0.0,12.3,0.0
"2023-06-02 21:45",,0.37,14.1,0.0,12.1,0.0
"2023-06-02 22:00",,0.37,14.0,0.0,11.7,0.0
"2023-06-02 22:15",,0.38,13.8,0.0,11.7,0.0
"2023-06-02 22:30",,0.37,13.4,0.0,11.5,0.0
"2023-06-02 22:45",,0.37,13.4,0.0,11.3,0.0
"2023-06-02 23:00",,0.38,13.0,0.0,11.4,0.0
"2023-06-02 23:15",,0.38,12.6,0.0,11.3,0.0
"2023-06-02 23:30",,0.37,12.7,0.0,11.0,0.0
"2023-06-02 23:45",,0.38,12.5,0.0,10.8,0.0
"2023-06-03 00:00",,0.38,12.5,0.0,10.7,0.0
"2023-06-03 00:15",,0.38,12.5,0.0,10.6,0.0
"2023-06-03 00:30",,0.38,12.3,0.0,10.2,0.0
"2023-06-03 00:45",,0.39,12.0,0.0,10.3,0.0
"2023-06-03 01:00",,0.38,11.8,0.0,10.2,0.0
"2023-06-03 01:15",,0.39,11.6,0.0,10.1,0.0
"2023-06-03 01:30",,0.38,11.3,0.0,9.8,0.0
"2023-06-03 01:45",,0.38,11.2,0.0,9.9,0.0
"2023-06-03 02:00",,0.38,10.9,0.0,9.9,0.0
"2023-06-03 02:15",,0.38,10.9,0.0,10.0,0.0
"2023-06-03 02:30",,0.38,10.7,0.0,9.7,0.0
"2023-06-03 02:45",,0.38,10.6,0.0,9.5,0.0
"2023-06-03 03:00",,0.37,10.6,0.0,9.8,0.0
"2023-06-03 03:15",,0.37,10.2,0.0,9.5,0.0
"2023-06-03 03:30",,0.37,10.1,0.0,9.5,0.0
"2023-06-03 03:45",,0.37,9.9,0.0,9.3,0.0
"2023-06-03 04:00",,0.36,9.5,0.0,9.1,0.0
"2023-06-03 04:15",,0.37,10.2,0.0,8.9,0.0
"2023-06-03 04:30",,0.36,9.8,0.0,9.2,0.0
"2023-06-03 04:45",,0.36,9.4,0.0,9.2,0.0
"2023-06-03 05:00",,0.36,9.8,0.0,9.4,0.0
"2023-06-03 05:15",,0.36,10.1,0.0,9.2,0.0
"2023-06-03 05:30",,0.37,10.1,0.0,9.3,0.0
"2023-06-03 05:45",,0.37,10.2,0.0,9.4,0.0
"2023-06-03 06:00",,0.37,10.8,0.0,10.2,0.0
"2023-06-03 06:15",,0.37,11.1,0.0,11.2,0.0
"2023-06-03 06:30",,0.37,11.6,0.0,11.8,0.0
"2023-06-03 06:45",,0.37,12.0,0.0,12.7,0.0
"2023-06-03 07:00",,0.37,13.1,0.0,13.3,0.0
"2023-06-03 07:15",,0.37,14.1,0.0,14.0,0.0
"2023-06-03 07:30",,0.36,14.9,0.0,14.8,0.0
"2023-06-03 07:45",,0.37,15.9,0.0,15.8,0.0
"2023-06-03 08:00",,0.38,16.8,0.0,16.8,0.0
"2023-06-03 08:15",,0.39,17.6,0.0,18.0,0.0
"2023-06-03 08:30",,0.37,18.1,0.0,18.6,0.0
"2023-06-03 08:45",,0.37,18.7,0.0,19.6,0.0
"2023-06-03 09:00",,0.37,19.4,0.0,20.6,0.0
"2023-06-03 09:15",,0.37,20.2,0.0,20.8,0.0
"2023-06-03 09:30",,0.37,20.6,0.0,21.9,0.0
"2023-06-03 09:45",,0.36,21.4,0.0,22.6,0.0
"2023-06-03 10:00",,0.37,21.8,0.0,23.5,0.0
"2023-06-03 10:15",,0.37,22.6,0.0,24.2,0.0
"2023-06-03 10:30",,0.36,23.0,0.0,24.3,0.0
"2023-06-03 10:45",,0.35,23.6,0.0,25.4,0.0
"2023-06-03 11:00",,0.36,24.1,0.0,26.2,0.0
"2023-06-03 11:15",,0.36,24.5,0.0,26.6,0.0
"2023-06-03 11:30",,0.35,24.0,0.0,28.0,0.0
"2023-06-03 11:45",,0.36,24.1,0.0,28.7,0.0
"2023-06-03 12:00",,0.35,24.8,0.0,27.2,0.0
"2023-06-03 12:15",,0.34,24.5,0.0,23.0,0.0
"2023-06-03 12:30",,0.35,24.3,0.0,22.0,0.0
"2023-06-03 12:45",,0.35,22.7,0.0,20.3,0.0
"2023-06-03 13:00",,0.35,21.3,0.0,18.6,0.0
"2023-06-03 13:15",,0.38,21.1,0.0,18.3,0.0
"2023-06-03 13:30",,0.38,19.8,0.0,17.9,0.0
"2023-06-03 13:45",,0.37,19.8,0.2,17.7,0.0
"2023-06-03 14:00",,0.37,19.2,0.0,17.5,0.0
"2023-06-03 14:15",,0.37,18.5,0.0,17.3,0.0
"2023-06-03 14:30",,0.38,18.2,0.0,16.9,0.0
"2023-06-03 14:45",,0.39,18.0,0.2,16.6,0.0
"2023-06-03 15:00",,0.40,17.5,0.0,16.5,0.2
"2023-06-03 15:15",,0.38,17.3,0.4,16.4,0.2
"2023-06-03 15:30",,0.37,17.1,0.8,16.4,0.2
"2023-06-03 15:45",,0.38,16.8,0.4,16.6,0.0
"2023-06-03 16:00",,0.38,16.9,0.0,16.9,0.0
"2023-06-03 16:15",,0.38,17.1,0.0,17.6,0.0
"2023-06-03 16:30",,0.38,17.6,0.0,18.2,0.0
"2023-06-03 16:45",,0.38,17.7,0.0,17.4,0.0
"2023-06-03 17:00",,0.38,17.6,0.0,17.2,0.0
"2023-06-03 17:15",,0.38,17.6,0.0,17.3,0.0
